YEAR,paper,citations
2016,When Naïve Bayes Nearest Neighbors Meet Convolutional Neural Networks,29
2016,Gravitational Approach for Point Set Registration,36
2016,Constrained Joint Cascade Regression Framework for Simultaneous Facial Action Unit Recognition and Facial Landmark Detection,82
2016,Learning Cross-Domain Landmarks for Heterogeneous Domain Adaptation,136
2016,One-Shot Learning of Scene Locations via Feature Trajectory Transfer,27
2016,Globally Optimal Manhattan Frame Estimation in Real-Time,21
2016,Multimodal Spontaneous Emotion Corpus for Human Behavior Analysis,238
2016,Multilinear Hyperplane Hashing,40
2016,Deep SimNets,46
2016,Quantized Convolutional Neural Networks for Mobile Devices,866
2016,Bilateral Space Video Segmentation,219
2016,Patch-Based Convolutional Neural Network for Whole Slide Tissue Image Classification,458
2016,Structure-from-Motion Revisited,1830
2016,"You Only Look Once: Unified, Real-Time Object Detection",20087
2016,Detecting Migrating Birds at Night,4
2016,The Next Best Underwater View,50
2016,SVBRDF-Invariant Shape and Reflectance Estimation from Light-Field Cameras,55
2016,Recognizing Car Fluents from Video,20
2016,From Dusk Till Dawn: Modeling in the Dark,40
2016,Siamese Instance Search for Tracking,866
2016,Temporal Action Localization with Pyramid of Score Distribution Features,181
2016,Structured Regression Gradient Boosting,5
2016,Temporal Action Detection Using a Statistical Language Model,194
2016,Globally Optimal Rigid Intensity Based Registration: A Fast Fourier Domain Approach,4
2016,Recovering the Missing Link: Predicting Class-Attribute Associations for Unsupervised Zero-Shot Learning,93
2016,RAID-G: Robust Estimation of Approximate Infinite Dimensional Gaussian with Application to Material Recognition,56
2016,Embedding Label Structures for Fine-Grained Feature Representation,175
2016,Visualizing and Understanding Deep Texture Representations,123
2016,Rolling Rotations for Recognizing Human Actions from 3D Skeletal Data,166
2016,Convexity Shape Constraints for Image Segmentation,21
2016,Needle-Match: Reliable Patch Matching under High Uncertainty,18
2016,Large Scale Semi-Supervised Object Detection Using Visual and Semantic Knowledge Transfer,118
2016,Trust No One: Low Rank Matrix Factorization Using Hierarchical RANSAC,5
2016,Anticipating Visual Representations from Unlabeled Video,313
2016,A Hole Filling Approach Based on Background Reconstruction for View Synthesis in 3D Video,48
2016,Joint Training of Cascaded CNN for Face Detection,221
2016,Multi-label Ranking from Positive and Unlabeled Data,30
2016,Joint Probabilistic Matching Using m-Best Solutions,29
2016,A Probabilistic Framework for Color-Based Point Set Registration,41
2016,Deep Gaussian Conditional Random Field Network: A Model-Based Deep Network for Discriminative Denoising,70
2016,Pose-Aware Face Recognition in the Wild,257
2016,Training Region-Based Object Detectors with Online Hard Example Mining,1653
2016,Latent Variable Graphical Model Selection Using Harmonic Analysis: Applications to the Human Connectome Project (HCP),6
2016,Prior-Less Compressible Structure from Motion,44
2016,Sketch Me That Shoe,278
2016,Combining Markov Random Fields and Convolutional Neural Networks for Image Synthesis,551
2016,Multi-oriented Text Detection with Fully Convolutional Networks,497
2016,Theory and Practice of Structure-From-Motion Using Affine Correspondences,47
2016,Inferring Forces and Learning Human Utilities from Videos,73
2016,Monocular Depth Estimation Using Neural Regression Forest,270
2016,3D Part-Based Sparse Tracker with Automatic Synchronization and Registration,51
2016,Harnessing Object and Scene Semantics for Large-Scale Video Understanding,86
2016,Metric Learning as Convex Combinations of Local Models with Generalization Guarantees,13
2016,Instance-Aware Semantic Segmentation via Multi-task Network Cascades,1190
2016,Modality and Component Aware Feature Fusion for RGB-D Scene Classification,65
2016,Picking Deep Filter Responses for Fine-Grained Image Recognition,286
2016,Online Collaborative Learning for Open-Vocabulary Visual Classifiers,47
2016,Logistic Boosting Regression for Label Distribution Learning,46
2016,Weakly Supervised Deep Detection Networks,574
2016,Soft-Segmentation Guided Object Motion Deblurring,74
2016,Dictionary Pair Classifier Driven Convolutional Neural Networks for Object Detection,42
2016,Sparse Coding for Classification via Discrimination Ensemble,50
2016,Learning Dense Correspondence via 3D-Guided Cycle Consistency,304
2016,Efficient Intersection of Three Quadrics and Applications in Computer Vision,33
2016,Proposal Flow,118
2016,Kernel Sparse Subspace Clustering on Symmetric Positive Definite Manifolds,97
2016,Interactive Segmentation on RGBD Images via Cue Selection,30
2016,PSyCo: Manifold Span Reduction for Super Resolution,50
2016,Weakly Supervised Object Localization with Progressive Domain Adaptation,183
2016,Approximate Log-Hilbert-Schmidt Distances between Covariance Operators for Image Classification,20
2016,Mining Discriminative Triplets of Patches for Fine-Grained Classification,125
2016,Sparsifying Neural Network Connections for Face Recognition,129
2016,Do It Yourself Hyperspectral Imaging with Everyday Digital Cameras,70
2016,Structure from Motion with Objects,41
2016,Object Detection from Video Tubelets with Convolutional Neural Networks,352
2016,Learning to Read Chest X-Rays: Recurrent Neural Cascade Model for Automated Image Annotation,241
2016,Mnemonic Descent Method: A Recurrent Process Applied for End-to-End Face Alignment,338
2016,Robust Multi-Body Feature Tracker: A Segmentation-Free Approach,16
2016,WIDER FACE: A Face Detection Benchmark,1117
2016,In Defense of Sparse Tracking: Circulant Sparse Tracker,140
2016,Information Bottleneck Learning Using Privileged Information for Visual Recognition,54
2016,Feature Space Optimization for Semantic Video Segmentation,188
2016,Cataloging Public Objects Using Aerial and Street-Level Images — Urban Trees,128
2016,Fine-Grained Categorization and Dataset Bootstrapping Using Deep Metric Learning with Humans in the Loop,198
2016,Cross Modal Distillation for Supervision Transfer,390
2016,Deep Reflectance Maps,105
2016,Active Image Segmentation Propagation,149
2016,Semantic Image Segmentation with Task-Specific Edge Detection Using CNNs and a Discriminatively Trained Domain Transform,308
2016,Deep Contrast Learning for Salient Object Detection,692
2016,How Hard Can It Be? Estimating the Difficulty of Visual Search in an Image,80
2016,"A Deeper Look at Saliency: Feature Contrast, Semantics, and Beyond",62
2016,Ambiguity Helps: Classification with Disagreements in Crowdsourced Annotations,25
2016,Seeing Behind the Camera: Identifying the Authorship of a Photograph,30
2016,Affinity CNN: Learning Pixel-Centric Pairwise Relations for Figure/Ground Embedding,54
2016,Image Deblurring Using Smartphone Inertial Sensors,29
2016,Identifying Good Training Data for Self-Supervised Free Space Estimation,5
2016,Robust Tensor Factorization with Unknown Noise,25
2016,Learning Compact Binary Descriptors with Unsupervised Deep Neural Networks,297
2016,The MegaFace Benchmark: 1 Million Faces for Recognition at Scale,697
2016,Object-Proposal Evaluation Protocol is ‘Gameable’,81
2016,Coupled Harmonic Bases for Longitudinal Characterization of Brain Networks,5
2016,Adaptive 3D Face Reconstruction from Unconstrained Photo Collections,170
2016,Information-Driven Adaptive Structured-Light Scanners,12
2016,Volumetric 3D Tracking by Detection,31
2016,"A 3D Morphable Model Learnt from 10,000 Faces",241
2016,Video Segmentation via Object Flow,306
2016,LOMo: Latent Ordinal Model for Facial Analysis in Videos,79
2016,3D Shape Attributes,30
2016,Semantic Object Parsing with Local-Global Long Short-Term Memory,169
2016,Geometry-Informed Material Recognition,44
2016,Gaussian Conditional Random Field Network for Semantic Segmentation,144
2016,Zero-Shot Learning via Joint Latent Similarity Embedding,346
2016,UAVSensor Fusion with Latent-Dynamic Conditional Random Fields in Coronal Plane Estimation,9
2016,RIFD-CNN: Rotation-Invariant and Fisher Discriminative Convolutional Neural Networks for Object Detection,140
2016,DenseCap: Fully Convolutional Localization Networks for Dense Captioning,1009
2016,Composition-Preserving Deep Photo Aesthetics Assessment,219
2016,Eye Tracking for Everyone,591
2016,GraB: Visual Saliency via Novel Graph Model and Background Priors,99
2016,Refining Architectures of Deep Convolutional Neural Networks,32
2016,Object Contour Detection with a Fully Convolutional Encoder-Decoder Network,294
2016,Real-Time Single Image and Video Super-Resolution Using an Efficient Sub-Pixel Convolutional Neural Network,3218
2016,Track and Transfer: Watching Videos to Simulate Strong Human Supervision for Weakly-Supervised Object Detection,68
2016,Active Learning for Delineation of Curvilinear Structures,15
2016,Fast Temporal Activity Proposals for Efficient Detection of Human Actions in Untrimmed Videos,243
2016,Pairwise Matching through Max-Weight Bipartite Belief Propagation,45
2016,Latent Factor Guided Convolutional Neural Networks for Age-Invariant Face Recognition,143
2016,We Don’t Need No Bounding-Boxes: Training Object Class Detectors Using Only Human Verification,130
2016,Context Encoders: Feature Learning by Inpainting,3397
2016,Kinematic Structure Correspondences via Hypergraph Matching,18
2016,Macroscopic Interferometry: Rethinking Depth Estimation with Frequency-Domain Time-of-Flight,34
2016,DeepFool: A Simple and Accurate Method to Fool Deep Neural Networks,2996
2016,Multi-view People Tracking via Hierarchical Trajectory Composition,85
2016,Object Skeleton Extraction in Natural Images by Fusing Scale-Associated Deep Side Outputs,96
2016,"EmotioNet: An Accurate, Real-Time Algorithm for the Automatic Annotation of a Million Facial Expressions in the Wild",369
2016,Scalable Sparse Subspace Clustering by Orthogonal Matching Pursuit,306
2016,Bottom-Up and Top-Down Reasoning with Hierarchical Rectified Gaussians,95
2016,3D Semantic Parsing of Large-Scale Indoor Spaces,752
2016,Learning Transferrable Knowledge for Semantic Segmentation with Deep Convolutional Neural Network,172
2016,What’s Wrong with That Object? Identifying Images of Unusual Objects by Modelling the Detection Score Distribution,11
2016,Progressive Prioritized Multi-view Stereo,20
2016,Ordinal Regression with Multiple Output CNN for Age Estimation,411
2016,Detecting Repeating Objects Using Patch Correlation Analysis,4
2016,Video Paragraph Captioning Using Hierarchical Recurrent Neural Networks,554
2016,Learning Aligned Cross-Modal Representations from Weakly Aligned Data,133
2016,Split and Match: Example-Based Adaptive Patch Sampling for Unsupervised Style Transfer,99
2016,Recursive Recurrent Nets with Attention Modeling for OCR in the Wild,370
2016,Fast Detection of Curved Edges at Low SNR,21
2016,Going Deeper into First-Person Activity Recognition,293
2016,Canny Text Detector: Fast and Robust Scene Text Localization Algorithm,118
2016,Tensor Robust Principal Component Analysis: Exact Recovery of Corrupted Low-Rank Tensors via Convex Optimization,1840
2016,Convolutional Two-Stream Network Fusion for Video Action Recognition,2200
2016,Semantic Segmentation with Boundary Neural Fields,147
2016,MSR-VTT: A Large Video Description Dataset for Bridging Video and Language,705
2016,Temporal Epipolar Regions,1
2016,How Far are We from Solving Pedestrian Detection?,448
2016,Fast ConvNets Using Group-Wise Brain Damage,365
2016,PatchBatch: A Batch Augmented Loss for Optical Flow,94
2016,Computational Imaging for VLBI Image Reconstruction,44
2016,FireCaffe: Near-Linear Acceleration of Deep Neural Network Training on Compute Clusters,292
2016,"Robust, Real-Time 3D Tracking of Multiple Objects with Similar Appearances",17
2016,Occlusion Boundary Detection via Deep Exploration of Context,27
2016,Sparse Coding and Dictionary Learning with Linear Dynamical Systems,37
2016,Slicing Convolutional Neural Network for Crowd Video Understanding,79
2016,Regularity-Driven Building Facade Matching between Aerial and Street Views,33
2016,What Sparse Light Field Coding Reveals about Scene Structure,85
2016,Thin-Slicing for Pose: Learning to Understand Pose without Explicit Pose Estimation,15
2016,Learning Deep Features for Discriminative Localization,4936
